Genes,R1_6,R1_21,R2_12,R2_17,R1_9,R2_3,R1_11,R1_17,R1_1,R2_9,R1_15,R1_22,R2_10,R1_16,R2_14,R1_20,R1_18,R1_19,R1_4,R1_2,R1_10,R1_12,R2_16,R2_13,R1_5,R1_7,R2_15,R2_18,R2_5,R2_1,R1_14,R2_2,R2_6,R1_3,R2_7,R2_8,R1_24,R1_8,R2_4,R1_23,R1_13,R2_11
MEG_5762|Drugs|betalactams|Class_A_betalactamases|PER,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,83,179,2695,0,95,212,448,130,220,790,353,161,306,414,153,666,145,0,0,147,0,377,69,217,225,0,146,0,0,242,197,217,0,0,178,70921,103,127,0,79,117,155
MEG_4213|Drugs|Multi-drug_resistance|Multi-drug_MATE_efflux_pump|NORMD,0,77,0,0,0,0,161,0,1590,0,81,0,0,0,0,0,0,0,163,252,772,0,0,0,308,0,0,0,0,188,0,0,0,0,0,0,0,1090,0,0,0,0
MEG_7234|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1975,8822,3578,66152,4512,10964,9056,18844,5186,7706,7464,6903,5398,9723,5898,15376,7149,0,1176,3117,4222,6807,2113,11349,3088,5257,3819,31701,10437,5662,8655,6005,1832,370,7360,9636,1503,1505,1123,1386,2029,7283
MEG_1063|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,0,353,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
MEG_4868|Drugs|betalactams|Class_D_betalactamases|OXA,0,12,102,0,0,0,0,0,0,714,0,0,0,0,0,63,0,0,0,0,0,0,24,0,0,0,99,0,0,0,14,0,0,0,0,0,52,51,0,0,0,0
MEG_1034|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6603|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,850,835,529,211,835,1588,706,1123,497,460,602,3035,857,1835,1318,1833,411,0,140,906,559,1697,945,946,692,545,381,0,1060,2866,1034,1934,302,673,1081,322,466,398,551,2573,1257,968
MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,1501,4396,529,20036,3628,3927,6826,6426,5961,5790,4917,6170,632,6246,692,12470,4324,0,697,2527,5723,5653,272,3404,3150,2634,553,8439,6582,8572,4835,8680,10616,132,6950,6886,2070,2156,1458,1343,889,2635
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,8986,8438,31013,166046,14381,27315,7210,44033,7935,7171,8425,121789,24836,16485,41674,20085,121979,0,6671,18590,21040,6614,33410,34958,9407,35396,33298,77902,40991,22681,40985,31296,19254,133863,7713,17903,10511,29616,361468,663177,206000,26216
MEG_3073|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,0,0,0,0,0,16,0,7,0,0,0,101,0,0,36,11,0,0,0,148,204,0,29,37,0,0,40,0,0,56,0,46,0,0,0,0,59,1134,58,0,0,18
MEG_7532|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG,0,0,0,0,155,0,0,77,0,42,54,0,0,0,0,180,0,0,0,0,0,37,0,49,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1686|Drugs|betalactams|Class_A_betalactamases|CFX,1415,1774,408,1982,1947,1738,3233,2727,1334,790,3988,2138,76,2312,305,5152,1729,0,390,864,1338,2095,37,781,1841,957,120,820,5410,4404,2410,4901,2467,0,1566,727,1822,278,778,284,254,731
MEG_2111|Drugs|betalactams|Class_B_betalactamases|CPHA,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_858|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,177,155,235,0,177,316,183,0,110,201,0,1147,249,311,258,530,96,0,0,195,135,402,152,182,0,0,0,0,216,645,263,476,0,0,655,175,0,0,96,0,0,198
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,174,1094,20549,174,301,567,1454,840,833,12591,1368,585,998,2011,448,1985,508,0,180,362,0,864,184,701,740,237,853,0,459,804,806,1471,0,0,1266,134505,213,216,104,147,358,756
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_743|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,153,105,221,88,131,158,68,124,102,119,63,257,138,243,595,316,66,0,0,112,145,183,232,134,72,67,124,103,158,247,180,193,0,0,670,56,44,40,36,86,44,169
MEG_3851|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1891|Drugs|betalactams|Class_C_betalactamases|CMY,26,0,0,0,0,0,0,0,0,62,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568,0,0,0,0,0,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,392,2496,1944,6741,1272,1888,3301,3434,1466,1869,2962,2081,3717,4181,1891,5231,2005,0,705,1083,1366,2323,1302,3525,1729,1323,787,2891,2481,4087,2622,4422,1553,49,1986,3781,1035,370,633,422,372,2420
MEG_1142|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0,73,1761,0,0,121,104,72,104,741,119,0,0,161,0,124,0,0,0,0,0,118,0,82,0,0,194,0,0,0,80,0,0,0,0,0,0,0,0,0,0,453
MEG_5796|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA,124,24,0,0,212,52,0,0,701,0,0,23,0,0,0,54,0,0,40,367,568,0,0,0,72,590,0,906,70,0,0,0,0,77,0,0,0,3551,66,20,0,0
MEG_1544|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,11187,0,10568,6791,0,13206,22138,0,25339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13624,0,0,0,0,0,0,0,0,0,0,0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,494,2952,54462,729,1160,2049,5382,2380,2350,38303,4175,1571,2591,6602,1416,7231,1617,0,855,923,2746,3256,570,2047,3213,1127,2642,1216,1195,3142,2404,2698,0,54,4191,493836,763,728,444,556,1089,2281
MEG_343|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,33,37,0,0,43,25,0,18,23,4,0,29,10,22,0,53,18,0,29,18,0,27,0,0,47,21,0,0,44,107,57,52,0,0,9,0,34,0,20,25,0,0
MEG_865|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,358,346,506,68,375,573,352,385,258,479,252,2401,801,754,693,919,153,0,84,382,313,724,425,557,390,429,172,66,422,1292,502,881,202,25,1665,525,223,120,179,327,122,565
MEG_4412|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,256,817,15411,164,294,638,1455,575,598,9414,1123,654,976,1799,361,2237,464,0,177,352,659,829,122,646,872,259,676,944,534,1070,669,1282,0,26,1037,128859,258,213,81,130,267,695
MEG_6541|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,184,0,0,0,0,0,0,0,166,0,78,0,0,198,0,221,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0
MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,221,998,19112,372,450,755,1648,786,849,11302,1491,678,1145,2304,447,2800,605,0,313,266,1472,997,226,711,974,271,703,0,509,1462,820,1356,0,34,1668,150437,287,252,131,218,371,882
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,0,0,2565,0,0,0,0,0,31,0,0,0,194,0,34,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,282,0,0,0,0,0,0
MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,1309,555,346,261,922,474,396,351,978,439,412,687,171,906,50,1554,116,0,405,1188,2292,1231,32,83,1104,543,82,773,996,1589,718,1111,1039,1288,133,64,1500,1442,369,554,91,108
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,403,2761,2153,6765,1528,2062,3976,4027,1465,2663,4067,1902,5139,4364,2366,5959,2055,0,799,1083,1496,2794,1413,4107,1653,1428,804,2345,2505,4033,2801,4343,1435,72,2975,5225,1023,426,586,465,523,2992
MEG_5837|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,100,112,20,0,187,153,70,143,163,0,118,179,0,383,0,569,55,0,0,0,382,764,0,0,526,224,0,0,281,894,308,477,0,0,0,16,234,80,125,248,0,28
MEG_3604|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,1922,3543,1770,151,1802,3595,1212,2967,2568,262,1130,3366,1093,2583,735,2241,485,0,5178,2292,1490,666,867,1674,20703,13849,1841,5706,2869,13019,3601,5554,3249,48,2693,477,5313,392,398,125,81,1105
MEG_6076|Drugs|betalactams|Class_A_betalactamases|ROB,210,1825,6444,412,273,645,1942,781,1583,7609,2461,1704,13317,2542,300,3862,1640,0,656,590,752,1787,469,762,1063,544,1183,201,444,2280,2317,2422,866,40,6810,3004,824,190,165,301,678,390
MEG_1065|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,0,206,0,0,0,0,17,0,51,0,0,11,0,0,0,0,0,0,0,0,0,20,0,0,0,27,0,0,0,19,0,0,0,0,0,0,0,0,0,0,170
MEG_6613|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,1850,1413,1040,334,1441,2799,1451,2154,988,956,1167,4895,1569,3589,2615,3694,738,0,269,1647,1048,3874,1625,1806,1062,1111,671,542,1966,4777,2021,2844,784,1261,2155,547,778,622,861,3998,3298,1942
MEG_2054|Metals|Copper_resistance|Copper_resistance_protein|COPD,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2041|Metals|Copper_resistance|Copper_resistance_protein|COPB,263,211,0,0,174,0,87,0,530,0,0,157,0,0,0,126,0,0,0,694,0,155,0,0,0,0,0,0,0,320,0,0,0,220,0,0,264,335,0,162,0,0
MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,634,3233,361,10982,2684,2447,4852,3589,3242,5300,3036,3818,273,3711,443,9713,2457,0,452,1295,2682,3076,296,2171,1986,1758,462,4255,4239,4192,3184,4730,4981,0,4076,19225,1240,1108,1193,680,490,1859
MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,391,727,4527,0,419,422,1689,374,538,2240,887,297,646,1680,254,1292,403,0,130,365,0,762,74,412,0,271,132,0,0,635,385,719,0,82,2911,4125,198,256,0,163,178,310
MEG_6689|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2809|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,289,130,88,1492,239,355,0,281,138,55,42,346,46,79,401,129,34,0,550,326,464,43,366,399,309,903,277,449,356,1316,278,324,506,0,0,53,392,43,81,67,0,459
MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1054,1162,2907,5296,715,1949,569,1884,1041,1471,550,2062,3885,1017,3531,1007,350,0,3839,645,1265,621,4801,5176,408,2214,2677,3059,1424,1735,2312,1343,3356,572,588,1140,2902,825,1149,944,173,3422
MEG_7093|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,1019,1285,5013,23037,2147,4038,1102,6260,1294,1246,1435,21674,4111,2473,8606,3101,21708,0,1022,3098,2118,1180,6562,6144,1319,4463,5853,9754,5534,3830,7149,3681,3645,19353,1353,2907,1670,4712,58417,106145,31626,4633
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,197,1027,16806,378,357,745,1505,699,750,10008,1438,678,1036,1761,508,2535,490,0,258,332,577,836,173,727,1104,314,546,799,339,1139,627,1134,0,24,1270,130585,365,272,75,165,248,842
MEG_2058|Metals|Copper_resistance|Copper_resistance_protein|COPG,222,54,0,0,52,34,66,31,215,54,63,125,29,59,65,140,71,0,0,92,0,201,0,59,0,0,0,0,0,529,106,0,0,132,62,22,206,64,26,28,13,58
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_829|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,105,79,0,0,156,253,50,152,24,0,71,421,0,165,0,303,0,0,0,97,156,286,0,0,98,141,19,0,183,466,170,330,0,0,0,0,98,50,109,104,79,0
MEG_999|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,0,0,0,0,0,0,0,0,0,2353,0,0,0,0,0,0,64,540,35,11,0,0,0,0,0,0,0,0,28,0,0,0,0,0,15,0,0,0,0,0
MEG_7044|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,23,253,1646,76,0,112,469,149,151,1048,423,199,817,479,47,997,203,0,97,89,266,334,59,97,291,71,137,0,142,323,225,394,0,0,297,46896,0,48,48,73,126,132
MEG_7039|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,61,698,3932,174,157,290,825,270,569,2699,1062,511,1344,1158,109,1860,424,0,337,249,488,741,106,171,903,0,204,0,321,860,620,716,0,0,744,12533,262,77,92,150,158,161
MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2816,2030,4853,16503,2411,4991,896,5421,1827,1945,1281,3231,4897,2463,9243,2313,1115,0,3753,1117,2440,613,15771,15419,877,6422,8905,8543,3988,3344,4965,3890,5811,598,1687,1911,3523,2780,6453,1120,258,8887
MEG_2787|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,16749,30183,0,354,2136,6225,191,1332,22820,174,23,41122,8,335,16,137,1323,0,1045,10232,5717,511,13,34,1729,3901,68,1047,1610,3289,311,8574,120057,6229,0,20,479,1922,25864,4239,692,26
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,345,2377,35679,373,786,1583,4102,1739,1660,24304,3103,1225,2056,4537,919,5120,1430,0,540,684,1303,2342,358,1330,2141,706,1659,400,976,2035,1714,2604,0,117,2612,349886,524,590,313,469,754,1539
MEG_732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB,0,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6995|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,0,177,5396,31,87,168,309,153,155,3250,250,161,216,422,125,566,111,0,37,81,56,160,32,185,221,58,255,0,128,279,188,327,0,0,309,46706,105,46,29,59,34,172
MEG_222|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,16,0,0,40,32,17,0,21,0,0,19,0,32,0,61,0,0,0,0,0,40,0,0,56,0,0,0,34,94,48,60,0,0,0,0,30,0,0,0,0,0
MEG_7630|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,42,46,13,327,46,105,40,101,78,27,52,69,95,95,39,121,50,0,43,29,126,37,40,64,68,105,15,113,95,88,74,223,115,0,32,38,32,11,6,0,0,141
MEG_4774|Drugs|betalactams|Class_D_betalactamases|OXA,119,0,0,0,52,198,28,91,41,30,37,1166,200,149,0,255,24,0,0,132,0,250,0,0,130,84,0,0,91,556,147,195,0,13,21,42,56,21,90,73,0,13
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,798,2006,32688,596,1521,1206,3466,1608,1546,23625,2879,884,2076,4336,941,4858,1192,0,618,833,2221,2178,352,1542,1500,722,1733,0,2077,2089,1738,2750,0,164,3043,305840,584,663,243,470,702,1612
MEG_31|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,79,0,0,106,148,54,139,33,0,0,82,0,113,0,276,36,0,0,129,0,135,0,0,0,0,0,0,60,120,77,95,0,0,0,0,0,0,0,86,0,0
MEG_1470|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,0,0,77,0,0,0,0,31,0,38,0,27,0,39,31,118,30,0,0,0,0,21,0,42,156,97,0,0,0,155,16,0,0,0,69,30,0,0,0,0,0,26
MEG_7111|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,656,2497,2960,15441,1274,2805,464,3331,1217,1918,630,1738,3925,1251,10476,1259,253,0,7953,569,1276,413,15845,14850,564,3283,6998,7709,2312,1889,7883,2201,1896,111,707,1176,9719,735,804,440,101,9018
MEG_3779|Drugs|betalactams|Penicillin_binding_protein|MECA,623,856,86,0,202,167,0,73,551,38,243,35653,208,1334,0,56,4779,0,9050,4198,524,198,0,0,13497,564,0,75,475,17107,8948,14772,937,18351,0,69,14311,1313,12708,105996,27782,0
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,0,555,0,98,16,0,0,0,0,0,0,31,0,47,0,99,13,0,0,47,0,0,0,0,0,0,0,500,0,67,21,114,0,0,0,2459,0,25,0,0,0,0
MEG_1555|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,335,1594,23964,316,460,1014,2445,1191,1071,14609,2152,813,1233,2990,750,3640,808,0,349,414,953,1426,245,1032,1717,576,873,253,715,1831,1180,2419,0,0,2107,190332,398,348,244,293,458,1097
MEG_1976|Drugs|betalactams|Class_C_betalactamases|CMY,19,0,0,0,0,0,0,0,0,73,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921,0,0,0,0,0,0
MEG_4101|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB,571,0,0,0,1288,0,0,0,0,0,0,0,0,513,0,900,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,0,0,0
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,858,2041,3405,17940,1687,2151,1607,3108,1449,3684,2041,2599,3176,2599,2537,3572,1080,0,846,880,4432,1314,5396,8787,1441,2037,4206,7441,3151,4462,2792,4043,6595,40,2400,2843,622,367,607,492,291,5832
MEG_3698|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_218|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,22,0,0,0,0,28,9,26,14,0,0,31,0,42,0,74,0,0,8,13,0,44,0,0,54,0,0,0,37,80,49,79,0,0,0,0,0,0,28,0,0,0
MEG_6154|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RUVBM,199,0,0,0,132,0,0,0,0,0,0,0,0,146,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,0,135,1008,0,0,38,70,64,67,459,80,17,237,126,0,158,53,0,0,21,0,98,0,0,0,28,51,0,0,141,42,95,0,0,261,6186,0,38,0,0,0,53
MEG_1102|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA,4676,29,20,0,98,338,47,389,43,0,55,0,116,2445,1294,190,24,0,37,0,380,30,1890,1205,0,214,1214,0,129,0,175,6964,0,0,0,24,0,49,0,0,0,1460
MEG_417|Drugs|betalactams|Class_C_betalactamases|ACT,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,87,0,0,0,0,58,0,0,0,0,0,0,0,0,0
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7022|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,7214,9934,0,259,2348,1521,405,782,7951,0,0,18113,0,369,0,456,0,0,0,12947,1746,1928,0,417,399,3179,0,4395,1119,679,861,1358,0,15495,0,0,732,914,321,36853,30826,0
MEG_5854|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,55,17,0,0,32,105,8,34,23,9,28,155,0,133,0,106,17,0,12,74,44,454,0,6,140,52,4,0,68,164,46,0,39,0,4,0,630,106,63,42,0,6
MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,2966,4731,35601,229,6651,2484,1498,1878,1371,30103,1843,2256,369,5740,149,13916,380,0,746,764,2751,725,1858,2116,17236,4157,15508,931,15899,32870,4225,48145,8170,725,5983,1339,1633,1200,3935,20181,471,1560
MEG_1367|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,0,525,8934,0,163,406,851,361,430,4900,732,294,524,976,219,1198,319,0,105,193,276,515,94,373,687,217,270,0,341,626,386,599,0,0,746,62181,150,118,0,59,189,419
MEG_493|Drugs|betalactams|Class_C_betalactamases|ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0
MEG_1351|Drugs|betalactams|Class_A_betalactamases|BLAZ,254,228,0,0,220,89,0,67,108,0,34,378,0,191,0,257,2050,0,1785,212,3993,0,0,0,1488,546,0,0,136,5131,590,3415,5917,448,0,0,1545,670,9161,788,214,0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,246,500,4939,759,380,596,843,559,325,3299,545,365,1218,1112,1096,1453,291,0,108,239,206,1146,6753,341,350,179,14121,1171,570,659,695,1237,0,134,5540,1297,122,196,194,529,125,3949
MEG_1039|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,7905,44770,16366,71127,13992,20231,17996,28225,17336,18718,16599,24238,13976,23106,18716,37916,13707,0,3758,9528,9193,11335,13250,26629,9638,15574,8359,37495,26396,20550,21343,26605,7803,3403,16571,22836,4912,3667,3944,7620,3890,21896
MEG_3778|Drugs|betalactams|Penicillin_binding_protein|MECA,1884,2406,143,183,786,753,133,309,2458,105,1018,181699,1122,5915,47,239,19283,0,56442,17738,3086,989,115,81,80267,3297,105,877,2230,93761,51489,78384,4164,115015,153,258,82572,5595,57906,593238,176399,0
MEG_4960|Drugs|betalactams|Class_D_betalactamases|OXA,251,148,182,0,245,73,53,0,199,358,24,0,0,424,0,330,0,0,0,53,0,0,0,0,258,0,53,0,432,762,90,2126,0,42,48,27,45,0,154,511,0,0
MEG_6703|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3102|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1455|Drugs|betalactams|Class_A_betalactamases|BLAZ,166,134,0,0,136,23,0,15,74,0,31,614,0,77,0,141,387,0,578,201,2984,0,12,0,852,223,0,0,122,3565,190,1681,3875,136,0,0,864,183,2139,398,83,0
MEG_2117|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,343,0,0,0,206,0,0,0,0,0,167,131,0,231,0,345,0,0,0,266,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,699,1054,9012,1278,672,1035,1637,948,652,6036,1142,735,2274,1959,2158,2531,524,0,201,550,390,2265,12415,722,756,287,28907,1827,913,1368,1305,2322,246,211,9068,2305,303,369,313,868,311,7445
MEG_1930|Drugs|betalactams|Class_C_betalactamases|CMY,22,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093,0,0,0,0,0,0
MEG_238|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2446|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA,501,3537,60444,976,1315,2303,6001,2592,2729,34471,4493,1897,3294,7029,1585,8535,2002,0,636,1231,1688,3575,713,2529,3284,1078,3144,0,1532,3381,3059,4141,0,106,4538,536353,878,771,426,541,1113,2173
MEG_6891|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,133,61,0,0,0,0,0,0,35,0,0,29,0,0,0,0,0,0,126,0,0,0,0,0,0,218,0,0,0,0,126,0,0,0,0,0,0,0,0,0
